"school_district_code","school_district","count_act_ela_below_basic","count_act_ela_basic_or_below_basic","count_act_students","percent_act_ela_below_basic","percent_act_ela_basic_or_below_basic","average_act_english_percentile","average_act_reading_percentile","count_12th_grade_ell","count_12th_graders","percent_12th_grade_ell","count_graduates","count_in_grad_cohort","percent_graduates","count_wsas_ela_below_basic_3_8","count_wsas_ela_basic_or_below_basic_3_8","count_wsas_students_3_8","percent_wsas_ela_below_basic_3_8","percent_wsas_ela_basic_or_below_basic_3_8","count_wsas_ela_below_basic_3_5","count_wsas_ela_basic_or_below_basic_3_5","count_wsas_students_3_5","percent_wsas_ela_below_basic_3_5","percent_wsas_ela_basic_or_below_basic_3_5","count_wsas_ela_below_basic_6_8","count_wsas_ela_basic_or_below_basic_6_8","count_wsas_students_6_8","percent_wsas_ela_below_basic_6_8","percent_wsas_ela_basic_or_below_basic_6_8"
4368,"Pittsville","7","19",33,"21.2","57.6","45","55","0",55,"0","50",53,"94.3","41","151",245,"16.7","61.6","18","69",129,"14","53.5","23","82",116,"19.8","70.7"
4375,"Tri-County Area","15","26",41,"36.6","63.4","40","36","0",45,"0","43",45,"95.6","60","162",260,"23.1","62.3","24","72",127,"18.9","56.7","36","90",133,"27.1","67.7"
4389,"Platteville","17","49",105,"16.2","46.7","58","55","0",109,"0","98",106,"92.5","64","252",662,"9.7","38.1","38","144",352,"10.8","40.9","26","108",310,"8.4","34.8"
4459,"Plum City","3","7",23,"13","30.4","69","61","1",24,"4.2","24",24,"100","22","83",124,"17.7","66.9","14","47",66,"21.2","71.2","8","36",58,"13.8","62.1"
4473,"Plymouth Joint","33","91",188,"17.6","48.4","52","48","0",201,"0","189",196,"96.4","201","573",918,"21.9","62.4","94","267",453,"20.8","58.9","107","306",465,"23","65.8"
4501,"Portage Community","40","97",204,"19.6","47.5","52","48","2",197,"1","23",188,"12.2","251","637",1054,"23.8","60.4","121","298",502,"24.1","59.4","130","339",552,"23.6","61.4"
4508,"Port Edwards","Redacted","Redacted",14,"Redacted","Redacted","Redacted","Redacted","0",40,"0","30",39,"76.9","15","61",139,"10.8","43.9","9","32",77,"11.7","41.6","6","29",62,"9.7","46.8"
4515,"Port Washington-Saukville","36","101",219,"16.4","46.1","58","55","0",219,"0","209",212,"98.6","80","401",1051,"7.6","38.2","38","184",529,"7.2","34.8","42","217",522,"8","41.6"
4522,"South Shore","Redacted","Redacted",13,"Redacted","Redacted","Redacted","Redacted","Redacted",18,"Redacted","Redacted",15,"Redacted","12","41",68,"17.6","60.3","8","21",36,"22.2","58.3","4","20",32,"12.5","62.5"
4529,"Potosi","5","15",24,"20.8","62.5","45","48","0",28,"0","28",28,"100","20","81",132,"15.2","61.4","6","42",67,"9","62.7","14","39",65,"21.5","60"
4536,"Poynette","19","52",90,"21.1","57.8","40","48","0",93,"0","86",88,"97.7","69","253",498,"13.9","50.8","38","121",235,"16.2","51.5","31","132",263,"11.8","50.2"
4543,"Prairie du Chien Area","11","36",77,"14.3","46.8","52","55","0",99,"0","95",98,"96.9","59","242",448,"13.2","54","29","110",223,"13","49.3","30","132",225,"13.3","58.7"
4557,"Prairie Farm Public","9","22",27,"33.3","81.5","36","42","0",25,"0","24",25,"96","22","89",165,"13.3","53.9","15","54",101,"14.9","53.5","7","35",64,"10.9","54.7"
4571,"Prentice","3","12",23,"13","52.2","45","55","0",35,"0","33",35,"94.3","35","104",193,"18.1","53.9","13","45",85,"15.3","52.9","22","59",108,"20.4","54.6"
4578,"Prescott","7","41",90,"7.8","45.6","58","61","0",96,"0","88",91,"96.7","72","292",607,"11.9","48.1","40","160",295,"13.6","54.2","32","132",312,"10.3","42.3"
4606,"Princeton","4","10",24,"16.7","41.7","52","55","0",39,"0","33",36,"91.7","23","85",172,"13.4","49.4","10","34",79,"12.7","43","13","51",93,"14","54.8"
4613,"Pulaski Community","63","138",260,"24.2","53.1","52","48","0",264,"0","247",254,"97.2","277","956",1639,"16.9","58.3","151","477",803,"18.8","59.4","126","479",836,"15.1","57.3"
4620,"Racine Unified","491","875",1374,"35.7","63.7","32","36","99",1693,"5.8","1139",1483,"76.8","3840","6274",8039,"47.8","78","1888","3250",4248,"44.4","76.5","1952","3024",3791,"51.5","79.8"
4627,"Randall J1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40","174",411,"9.7","42.3","25","79",199,"12.6","39.7","15","95",212,"7.1","44.8"
4634,"Randolph","8","25",45,"17.8","55.6","45","48","1",38,"2.6","33",38,"86.8","34","141",240,"14.2","58.8","18","75",125,"14.4","60","16","66",115,"13.9","57.4"
4641,"Random Lake","8","39",79,"10.1","49.4","52","48","0",80,"0","67",74,"90.5","81","216",387,"20.9","55.8","40","109",181,"22.1","60.2","41","107",206,"19.9","51.9"
4686,"Raymond #14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","113",267,"9.7","42.3","15","62",135,"11.1","45.9","11","51",132,"8.3","38.6"
4690,"North Cape",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","41",104,"10.6","39.4","8","23",54,"14.8","42.6","3","18",50,"6","36"
4753,"Reedsburg","47","100",179,"26.3","55.9","45","48","0",236,"0","209",221,"94.6","190","585",1154,"16.5","50.7","111","302",553,"20.1","54.6","79","283",601,"13.1","47.1"
4760,"Reedsville","8","25",51,"15.7","49","58","55","0",44,"0","34",38,"89.5","15","89",222,"6.8","40.1","11","44",115,"9.6","38.3","4","45",107,"3.7","42.1"
4781,"Rhinelander","49","102",182,"26.9","56","40","48","0",232,"0","195",221,"88.2","244","633",976,"25","64.9","120","323",499,"24","64.7","124","310",477,"26","65"
4795,"Rib Lake","Redacted","Redacted",19,"Redacted","Redacted","Redacted","Redacted","1",34,"2.9","32",33,"97","25","105",201,"12.4","52.2","15","64",116,"12.9","55.2","10","41",85,"11.8","48.2"
4802,"Rice Lake Area","32","106",189,"16.9","56.1","45","48","2",192,"1","158",167,"94.6","171","508",945,"18.1","53.8","106","259",484,"21.9","53.5","65","249",461,"14.1","54"
4820,"Richfield J1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","72",276,"4.7","26.1","9","45",139,"6.5","32.4","4","27",137,"2.9","19.7"
4843,"Friess Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","39",129,"6.2","30.2","5","19",63,"7.9","30.2","3","20",66,"4.5","30.3"
4851,"Richland","21","56",95,"22.1","58.9","45","48","5",124,"4","80",121,"66.1","181","418",600,"30.2","69.7","79","196",291,"27.1","67.4","102","222",309,"33","71.8"
4865,"Rio Community","7","25",33,"21.2","75.8","36","36","0",29,"0","27",30,"90","41","118",193,"21.2","61.1","18","53",95,"18.9","55.8","23","65",98,"23.5","66.3"
4872,"Ripon Area","25","76",142,"17.6","53.5","52","48","4",119,"3.4","106",117,"90.6","90","333",739,"12.2","45.1","35","141",357,"9.8","39.5","55","192",382,"14.4","50.3"
4893,"River Falls","27","101",242,"11.2","41.7","52","61","1",261,"0.4","222",250,"88.8","184","681",1449,"12.7","47","97","316",735,"13.2","43","87","365",714,"12.2","51.1"
4904,"River Ridge","10","18",30,"33.3","60","45","48","1",37,"2.7","36",37,"97.3","51","155",242,"21.1","64","22","70",113,"19.5","61.9","29","85",129,"22.5","65.9"
4956,"Rosendale-Brandon","13","54",94,"13.8","57.4","45","48","0",72,"0","67",70,"95.7","39","201",469,"8.3","42.9","18","101",226,"8","44.7","21","100",243,"8.6","41.2"
4963,"Rosholt","11","28",45,"24.4","62.2","45","42","0",52,"0","52",53,"98.1","60","148",245,"24.5","60.4","34","81",126,"27","64.3","26","67",119,"21.8","56.3"
4970,"D C Everest Area","72","192",371,"19.4","51.8","52","55","0",430,"0","384",407,"94.3","407","1365",2579,"15.8","52.9","207","662",1267,"16.3","52.2","200","703",1312,"15.2","53.6"
4998,"Rubicon J6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","27",48,"16.7","56.2","5","13",26,"19.2","50","3","14",22,"13.6","63.6"
5019,"Saint Croix Falls","16","37",67,"23.9","55.2","40","42","0",75,"0","69",72,"95.8","57","197",518,"11","38","25","87",271,"9.2","32.1","32","110",247,"13","44.5"
5026,"Saint Francis","36","92",124,"29","74.2","40","36","8",134,"6","121",134,"90.3","89","252",415,"21.4","60.7","49","130",204,"24","63.7","40","122",211,"19","57.8"
5054,"Central/Westosha UHS","51","154",299,"17.1","51.5","52","48","2",293,"0.7","262",279,"93.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5068,"Salem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","288",588,"11.4","49","29","133",278,"10.4","47.8","38","155",310,"12.3","50"
5100,"Sauk Prairie","32","94",197,"16.2","47.7","52","55","12",218,"5.5","201",216,"93.1","196","633",1227,"16","51.6","113","332",598,"18.9","55.5","83","301",629,"13.2","47.9"
5124,"Seneca","Redacted","Redacted",15,"Redacted","Redacted","Redacted","Redacted","Redacted",16,"Redacted","Redacted",17,"Redacted","13","57",132,"9.8","43.2","7","32",79,"8.9","40.5","6","25",53,"11.3","47.2"
5130,"Sevastopol","10","19",45,"22.2","42.2","64","55","0",43,"0","40",42,"95.2","11","86",247,"4.5","34.8","6","39",110,"5.5","35.5","5","47",137,"3.6","34.3"
5138,"Seymour Community","39","107",171,"22.8","62.6","45","48","0",194,"0","156",177,"88.1","208","593",1063,"19.6","55.8","117","292",527,"22.2","55.4","91","301",536,"17","56.2"
5258,"Sharon J11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38","113",183,"20.8","61.7","21","50",83,"25.3","60.2","17","63",100,"17","63"
5264,"Shawano","53","123",195,"27.2","63.1","40","48","0",214,"0","157",187,"84","285","677",1073,"26.6","63.1","170","369",545,"31.2","67.7","115","308",528,"21.8","58.3"
5271,"Sheboygan Area","226","496",762,"29.7","65.1","40","42","28",788,"3.6","673",751,"89.6","1132","2706",4354,"26","62.1","566","1373",2222,"25.5","61.8","566","1333",2132,"26.5","62.5"
5278,"Sheboygan Falls","26","82",139,"18.7","59","45","48","0",141,"0","133",138,"96.4","175","485",740,"23.6","65.5","97","248",382,"25.4","64.9","78","237",358,"21.8","66.2"
5306,"Shell Lake","5","21",51,"9.8","41.2","58","55","0",38,"0","36",38,"94.7","54","175",301,"17.9","58.1","34","98",161,"21.1","60.9","20","77",140,"14.3","55"
5348,"Shiocton","15","32",52,"28.8","61.5","40","42","0",46,"0","46",46,"100","58","162",310,"18.7","52.3","34","97",160,"21.2","60.6","24","65",150,"16","43.3"
5355,"Shorewood","16","50",156,"10.3","32.1","64","66","4",187,"2.1","166",181,"91.7","98","323",922,"10.6","35","38","148",451,"8.4","32.8","60","175",471,"12.7","37.2"
5362,"Shullsburg","6","19",30,"20","63.3","40","42","Redacted",19,"Redacted","17",20,"85","25","80",172,"14.5","46.5","15","46",88,"17","52.3","10","34",84,"11.9","40.5"
5369,"Silver Lake J1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43","157",324,"13.3","48.5","24","69",145,"16.6","47.6","19","88",179,"10.6","49.2"
5376,"Siren","11","24",34,"32.4","70.6","36","42","0",35,"0","25",29,"86.2","43","133",203,"21.2","65.5","19","62",97,"19.6","63.9","24","71",106,"22.6","67"
5390,"Slinger","25","109",245,"10.2","44.5","58","55","0",240,"0","221",228,"96.9","100","465",1310,"7.6","35.5","50","221",624,"8","35.4","50","244",686,"7.3","35.6"
5397,"Solon Springs","9","14",21,"42.9","66.7","32","25","0",25,"0","1",23,"4.3","25","66",104,"24","63.5","12","36",52,"23.1","69.2","13","30",52,"25","57.7"
5432,"Somerset","26","74",126,"20.6","58.7","45","48","0",111,"0","105",107,"98.1","106","355",667,"15.9","53.2","55","181",326,"16.9","55.5","51","174",341,"15","51"
5439,"South Milwaukee","74","163",276,"26.8","59.1","40","42","7",292,"2.4","278",289,"96.2","397","916",1362,"29.1","67.3","184","448",648,"28.4","69.1","213","468",714,"29.8","65.5"
5457,"Southern Door County","10","43",83,"12","51.8","52","42","0",95,"0","86",90,"95.6","83","277",467,"17.8","59.3","54","144",241,"22.4","59.8","29","133",226,"12.8","58.8"
5460,"Sparta Area","64","147",201,"31.8","73.1","36","36","4",206,"1.9","191",202,"94.6","304","814",1219,"24.9","66.8","150","430",663,"22.6","64.9","154","384",556,"27.7","69.1"
5467,"Spencer","7","26",54,"13","48.1","58","48","0",63,"0","62",63,"98.4","52","156",322,"16.1","48.4","28","71",156,"17.9","45.5","24","85",166,"14.5","51.2"
5474,"Spooner Area","31","57",96,"32.3","59.4","40","42","0",92,"0","70",88,"79.5","134","342",547,"24.5","62.5","72","176",282,"25.5","62.4","62","166",265,"23.4","62.6"
5523,"River Valley","19","63",121,"15.7","52.1","52","55","3",108,"2.8","106",108,"98.1","78","277",535,"14.6","51.8","37","134",230,"16.1","58.3","41","143",305,"13.4","46.9"
5586,"Spring Valley","13","32",48,"27.1","66.7","40","48","0",53,"0","52",52,"100","51","181",344,"14.8","52.6","16","71",161,"9.9","44.1","35","110",183,"19.1","60.1"
5593,"Stanley-Boyd Area","14","44",88,"15.9","50","52","48","0",74,"0","71",73,"97.3","76","256",446,"17","57.4","45","142",248,"18.1","57.3","31","114",198,"15.7","57.6"
5607,"Stevens Point Area Public","104","273",515,"20.2","53","45","55","12",569,"2.1","448",529,"84.7","582","1728",3012,"19.3","57.4","298","843",1487,"20","56.7","284","885",1525,"18.6","58"
5614,"Stockbridge","Redacted","Redacted",16,"Redacted","Redacted","Redacted","Redacted","Redacted",10,"Redacted","Redacted",10,"Redacted","19","55",106,"17.9","51.9","10","24",55,"18.2","43.6","9","31",51,"17.6","60.8"
5621,"Stoughton Area","45","132",284,"15.8","46.5","52","55","3",268,"1.1","257",262,"98.1","242","707",1332,"18.2","53.1","118","346",668,"17.7","51.8","124","361",664,"18.7","54.4"
5628,"Stratford","14","37",77,"18.2","48.1","52","42","2",70,"2.9","70",73,"95.9","61","217",417,"14.6","52","27","96",194,"13.9","49.5","34","121",223,"15.2","54.3"
5642,"Sturgeon Bay","13","47",100,"13","47","58","55","0",101,"0","93",95,"97.9","61","241",506,"12.1","47.6","35","129",240,"14.6","53.8","26","112",266,"9.8","42.1"
5656,"Sun Prairie Area","84","242",565,"14.9","42.8","58","55","21",566,"3.7","479",532,"90","662","1818",3488,"19","52.1","403","1051",1831,"22","57.4","259","767",1657,"15.6","46.3"
5663,"Superior","80","177",320,"25","55.3","45","48","1",354,"0.3","290",337,"86.1","437","1145",1929,"22.7","59.4","212","549",988,"21.5","55.6","225","596",941,"23.9","63.3"
5670,"Suring Public","7","20",32,"21.9","62.5","40","42","0",29,"0","28",29,"96.6","44","130",185,"23.8","70.3","11","57",90,"12.2","63.3","33","73",95,"34.7","76.8"
5726,"Thorp","19","35",49,"38.8","71.4","40","42","0",47,"0","45",46,"97.8","31","121",254,"12.2","47.6","17","58",128,"13.3","45.3","14","63",126,"11.1","50"
5733,"Three Lakes","10","24",39,"25.6","61.5","45","42","0",34,"0","32",35,"91.4","33","116",216,"15.3","53.7","18","63",110,"16.4","57.3","15","53",106,"14.2","50"
5740,"Tigerton","6","14",22,"27.3","63.6","45","48","0",22,"0","21",21,"100","14","58",87,"16.1","66.7","9","34",49,"18.4","69.4","5","24",38,"13.2","63.2"
5747,"Tomah Area","46","128",225,"20.4","56.9","40","48","1",231,"0.4","209",225,"92.9","292","787",1244,"23.5","63.3","117","350",620,"18.9","56.5","175","437",624,"28","70"
5754,"Tomahawk","18","46",102,"17.6","45.1","45","48","0",117,"0","106",111,"95.5","102","324",560,"18.2","57.9","49","142",267,"18.4","53.2","53","182",293,"18.1","62.1"
5757,"Flambeau","15","26",38,"39.5","68.4","36","36","0",51,"0","46",51,"90.2","76","186",260,"29.2","71.5","39","93",129,"30.2","72.1","37","93",131,"28.2","71"
5780,"Trevor-Wilmot Consolidated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","157",343,"9","45.8","19","89",182,"10.4","48.9","12","68",161,"7.5","42.2"
5810,"Turtle Lake","10","16",26,"38.5","61.5","40","42","0",34,"0","32",33,"97","31","97",173,"17.9","56.1","14","40",79,"17.7","50.6","17","57",94,"18.1","60.6"
5817,"Twin Lakes #4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","134",218,"21.6","61.5","28","73",114,"24.6","64","19","61",104,"18.3","58.7"
5824,"Two Rivers Public","31","87",131,"23.7","66.4","40","42","1",124,"0.8","92",113,"81.4","116","449",764,"15.2","58.8","73","246",393,"18.6","62.6","43","203",371,"11.6","54.7"
5852,"Union Grove UHS","48","133",259,"18.5","51.4","52","55","1",253,"0.4","246",250,"98.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5859,"Union Grove J1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","300",566,"16.1","53","28","119",254,"11","46.9","63","181",312,"20.2","58"
5866,"Valders Area","11","47",85,"12.9","55.3","52","48","2",80,"2.5","75",79,"94.9","37","169",386,"9.6","43.8","19","87",185,"10.3","47","18","82",201,"9","40.8"
5901,"Verona Area","61","151",363,"16.8","41.6","58","55","13",420,"3.1","377",400,"94.2","445","1203",2359,"18.9","51","217","614",1200,"18.1","51.2","228","589",1159,"19.7","50.8"
5960,"Kickapoo Area","12","26",40,"30","65","36","42","0",34,"0","30",33,"90.9","48","121",215,"22.3","56.3","24","62",109,"22","56.9","24","59",106,"22.6","55.7"
5985,"Viroqua Area","12","46",86,"14","53.5","45","55","0",79,"0","71",74,"95.9","69","213",469,"14.7","45.4","35","96",236,"14.8","40.7","34","117",233,"14.6","50.2"
5992,"Wabeno Area","10","24",34,"29.4","70.6","36","42","0",44,"0","41",41,"100","42","105",175,"24","60","27","57",87,"31","65.5","15","48",88,"17","54.5"
6013,"Big Foot UHS","26","72",121,"21.5","59.5","40","42","5",142,"3.5","125",135,"92.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6022,"Walworth J1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","159",306,"17.6","52","34","95",149,"22.8","63.8","20","64",157,"12.7","40.8"
6027,"Washburn","9","23",56,"16.1","41.1","45","55","0",56,"0","0",51,"0","45","112",242,"18.6","46.3","29","58",118,"24.6","49.2","16","54",124,"12.9","43.5"
6069,"Washington","Redacted","Redacted",8,"Redacted","Redacted","Redacted","Redacted","Redacted",7,"Redacted","Redacted",6,"Redacted","7","19",32,"21.9","59.4","Redacted","Redacted",13,"Redacted","Redacted","Redacted","Redacted",19,"Redacted","Redacted"
6083,"Waterford UHS","37","95",242,"15.3","39.3","58","61","1",306,"0.3","3",295,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6104,"Washington-Caldwell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","40",117,"4.3","34.2","3","18",48,"6.2","37.5","2","22",69,"2.9","31.9"
6113,"Waterford Graded J1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","437",1039,"8.1","42.1","41","210",499,"8.2","42.1","43","227",540,"8","42"
6118,"Waterloo","12","33",74,"16.2","44.6","58","48","5",63,"7.9","61",61,"100","76","207",307,"24.8","67.4","37","96",155,"23.9","61.9","39","111",152,"25.7","73"
6125,"Watertown Unified","83","189",360,"23.1","52.5","45","48","5",309,"1.6","284",304,"93.4","371","972",1537,"24.1","63.2","161","430",750,"21.5","57.3","210","542",787,"26.7","68.9"
6174,"Waukesha","248","566",1080,"23","52.4","45","48","30",1172,"2.6","961",1135,"84.7","1250","3089",5475,"22.8","56.4","642","1543",2714,"23.7","56.9","608","1546",2761,"22","56"
6181,"Waunakee Community","26","93",299,"8.7","31.1","69","66","1",299,"0.3","272",283,"96.1","112","610",1817,"6.2","33.6","76","321",881,"8.6","36.4","36","289",936,"3.8","30.9"
6195,"Waupaca","42","101",170,"24.7","59.4","52","48","0",166,"0","145",158,"91.8","198","546",936,"21.2","58.3","60","212",445,"13.5","47.6","138","334",491,"28.1","68"
6216,"Waupun","38","83",120,"31.7","69.2","36","42","1",139,"0.7","129",133,"97","144","439",805,"17.9","54.5","65","216",411,"15.8","52.6","79","223",394,"20.1","56.6"
6223,"Wausau","141","333",625,"22.6","53.3","45","48","20",651,"3.1","526",594,"88.6","571","1736",3467,"16.5","50.1","303","845",1787,"17","47.3","268","891",1680,"16","53"
6230,"Wausaukee","9","26",34,"26.5","76.5","36","42","0",51,"0","46",50,"92","66","139",200,"33","69.5","32","66",92,"34.8","71.7","34","73",108,"31.5","67.6"
6237,"Wautoma Area","29","67",97,"29.9","69.1","36","36","3",108,"2.8","83",104,"79.8","142","406",602,"23.6","67.4","54","186",293,"18.4","63.5","88","220",309,"28.5","71.2"
6244,"Wauwatosa","87","237",541,"16.1","43.8","52","61","3",615,"0.5","538",581,"92.6","433","1358",3128,"13.8","43.4","183","572",1505,"12.2","38","250","786",1623,"15.4","48.4"
6251,"Wauzeka-Steuben","2","11",20,"10","55","36","48","0",26,"0","24",26,"92.3","21","72",136,"15.4","52.9","6","26",58,"10.3","44.8","15","46",78,"19.2","59"
6293,"Webster","11","26",42,"26.2","61.9","40","48","1",45,"2.2","39",44,"88.6","79","182",300,"26.3","60.7","48","99",166,"28.9","59.6","31","83",134,"23.1","61.9"
6300,"West Allis-West Milwaukee","311","579",819,"38","70.7","36","36","19",842,"2.3","729",800,"91.1","1005","2316",3844,"26.1","60.2","440","1102",1925,"22.9","57.2","565","1214",1919,"29.4","63.3"
6307,"West Bend","105","271",542,"19.4","50","52","55","5",582,"0.9","521",552,"94.4","507","1425",2923,"17.3","48.8","211","641",1412,"14.9","45.4","296","784",1511,"19.6","51.9"
6321,"Westby Area","13","40",81,"16","49.4","45","55","0",81,"0","76",80,"95","103","292",495,"20.8","59","48","142",245,"19.6","58","55","150",250,"22","60"
6328,"West De Pere","39","94",204,"19.1","46.1","58","55","0",213,"0","198",201,"98.5","192","746",1473,"13","50.6","78","360",752,"10.4","47.9","114","386",721,"15.8","53.5"
6335,"Westfield","18","42",77,"23.4","54.5","52","42","1",84,"1.2","80",88,"90.9","77","259",422,"18.2","61.4","42","139",223,"18.8","62.3","35","120",199,"17.6","60.3"
6354,"Weston","5","19",22,"22.7","86.4","32","36","0",25,"0","24",24,"100","22","74",126,"17.5","58.7","9","29",60,"15","48.3","13","45",66,"19.7","68.2"
6370,"West Salem","28","82",157,"17.8","52.2","58","55","0",125,"0","118",122,"96.7","69","331",784,"8.8","42.2","42","168",420,"10","40","27","163",364,"7.4","44.8"
6384,"Weyauwega-Fremont","13","40",63,"20.6","63.5","52","48","1",72,"1.4","66",71,"93","31","173",348,"8.9","49.7","16","93",174,"9.2","53.4","15","80",174,"8.6","46"
6412,"Wheatland J1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","153",328,"15.2","46.6","13","56",150,"8.7","37.3","37","97",178,"20.8","54.5"
6419,"Whitefish Bay","14","43",215,"6.5","20","79","78","1",266,"0.4","243",252,"96.4","68","357",1310,"5.2","27.3","31","171",632,"4.9","27.1","37","186",678,"5.5","27.4"
6426,"Whitehall","12","27",40,"30","67.5","36","31","0",65,"0","63",68,"92.6","66","209",326,"20.2","64.1","42","108",152,"27.6","71.1","24","101",174,"13.8","58"
6440,"White Lake","Redacted","Redacted",16,"Redacted","Redacted","Redacted","Redacted","Redacted",14,"Redacted","Redacted",14,"Redacted","19","50",63,"30.2","79.4","10","20",26,"38.5","76.9","9","30",37,"24.3","81.1"
6461,"Whitewater Unified","33","78",134,"24.6","58.2","45","48","7",171,"4.1","146",160,"91.2","186","485",827,"22.5","58.6","77","231",411,"18.7","56.2","109","254",416,"26.2","61.1"
6470,"Whitnall","33","92",197,"16.8","46.7","52","55","1",206,"0.5","195",200,"97.5","163","523",1077,"15.1","48.6","63","207",517,"12.2","40","100","316",560,"17.9","56.4"
6475,"Wild Rose","8","25",44,"18.2","56.8","45","48","1",47,"2.1","41",46,"89.1","23","118",250,"9.2","47.2","9","57",120,"7.5","47.5","14","61",130,"10.8","46.9"
6482,"Williams Bay","3","11",33,"9.1","33.3","64","66","0",35,"0","34",34,"100","42","166",320,"13.1","51.9","27","93",156,"17.3","59.6","15","73",164,"9.1","44.5"
6545,"Wilmot UHS","50","150",264,"18.9","56.8","45","48","1",292,"0.3","245",273,"89.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6608,"Winneconne Community","19","49",108,"17.6","45.4","52","55","2",126,"1.6","119",123,"96.7","53","246",703,"7.5","35","44","152",328,"13.4","46.3","9","94",375,"2.4","25.1"
6615,"Winter","Redacted","Redacted",16,"Redacted","Redacted","Redacted","Redacted","0",24,"0","24",25,"96","10","53",110,"9.1","48.2","5","21",60,"8.3","35","5","32",50,"10","64"
6678,"Wisconsin Dells","18","44",92,"19.6","47.8","52","48","4",121,"3.3","94",109,"86.2","195","498",806,"24.2","61.8","114","257",425,"26.8","60.5","81","241",381,"21.3","63.3"
6685,"Wisconsin Rapids","80","195",371,"21.6","52.6","52","48","5",482,"1","394",429,"91.8","365","1116",2143,"17","52.1","190","561",1085,"17.5","51.7","175","555",1058,"16.5","52.5"
6692,"Wittenberg-Birnamwood","14","42",77,"18.2","54.5","45","55","0",73,"0","64",70,"91.4","78","291",509,"15.3","57.2","50","161",255,"19.6","63.1","28","130",254,"11","51.2"
6713,"Wonewoc-Union Center","4","13",25,"16","52","45","55","0",22,"0","22",22,"100","30","103",149,"20.1","69.1","13","45",78,"16.7","57.7","17","58",71,"23.9","81.7"
6720,"Woodruff J1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","175",332,"16.9","52.7","26","78",160,"16.2","48.8","30","97",172,"17.4","56.4"
6734,"Wrightstown Community","13","43",108,"12","39.8","64","61","0",111,"0","105",110,"95.5","27","181",546,"4.9","33.2","18","90",255,"7.1","35.3","9","91",291,"3.1","31.3"
6748,"Yorkville J2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","149",347,"11.2","42.9","16","58",148,"10.8","39.2","23","91",199,"11.6","45.7"
8001,"Seeds of Health Inc","30","95",122,"24.6","77.9","36","36","3",115,"2.6","114",116,"98.3","91","194",262,"34.7","74","44","96",134,"32.8","71.6","47","98",128,"36.7","76.6"
8101,"Downtown Montessori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","45",94,"13.8","47.9","12","28",58,"20.7","48.3","1","17",36,"2.8","47.2"
8103,"Milwaukee College Preparatory School --",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","146",301,"9","48.5","16","68",150,"10.7","45.3","11","78",151,"7.3","51.7"
8105,"Central City Cyberschool",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93","217",268,"34.7","81","51","108",135,"37.8","80","42","109",133,"31.6","82"
8106,"Milwaukee Academy of Science","14","25",28,"50","89.3","27","25","0",23,"0","22",25,"88","273","415",441,"61.9","94.1","153","218",227,"67.4","96","120","197",214,"56.1","92.1"
8107,"School for Early Development and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8109,"DLH Academy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","150",168,"56.5","89.3","45","73",83,"54.2","88","50","77",85,"58.8","90.6"
